,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,race,p1_victor,p1_long_rallies_won,Score Factor,Service Factor,Break Factor,Rally Factor,Points Advantage,Serve Advantage,Unforced Errors,Winners,Momentum,p1_score_diff,momen_diff,fluc_point
0,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:00:00,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.649,0.489,1,112.0,W,CTL,ND,0,1,0,0,0,0.0,0.47619046863189735,1,1,0,0,0.0,0.0,0.0,0
1,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:00:27,1,1,2,0,0,0,0,15,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.325,22.588,5,89.0,W,NCTL,D,0,1,1,0,0,0.0,0.47619046863189735,2,1,0,0,0.0,1.0,0.0,0
2,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:01:10,1,1,3,0,0,0,0,30,0,1,1,1,3,0,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.286,7.28,3,108.0,W,CTL,ND,0,1,0,0,0,0.0,0.47619046863189735,3,1,0,1,2.393289118148137,1.0,2.393289118148137,0
3,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:01:36,1,1,4,0,0,0,0,40,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.427,7.461,1,104.0,C,NCTL,D,0,1,0,0,0,0.0,0.47619046863189735,3,1,0,1,2.665464858440572,1.0,0.2721757402924352,0
4,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:02:36,1,2,5,0,0,1,0,0,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.482,26.312,7,121.0,C,NCTL,D,0,0,0,1,0,0.0,0.47619046863189735,1,-1,-1,1,-0.5556985374559739,0.0,-3.221163395896546,1
5,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:03:05,1,2,6,0,0,1,0,0,15,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.372,16.829,5,124.0,BC,NCTL,ND,0,0,0,1,0,0.0,0.47619046863189735,-1,-1,-1,0,-1.7558155075614428,0.0,-1.2001169701054688,0
6,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:03:32,1,2,7,0,0,1,0,0,30,2,2,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.871,7.444,2,94.0,BC,NCTL,D,0,1,0,1,0,0.0,0.47619046863189735,-1,-1,-1,0,-0.9866261307889546,1.0,0.7691893767724882,0
7,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:04:00,1,2,8,0,0,1,0,15,30,2,1,2,5,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0.575,1,123.0,C,NCTL,,1,0,0,1,-1,0.0,0.47619046863189735,-1,-1,0,0,-1.2533868072450252,0.0,-0.2667606764560706,0
8,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:04:23,1,2,9,0,0,1,0,15,40,2,1,2,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.863,16.794,3,116.0,W,CTL,ND,0,0,0,1,-1,0.0,0.47619046863189735,-1,-1,0,0,-1.5389805405951726,0.0,-0.2855937333501475,0
9,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:05:03,1,3,10,0,0,1,1,0,0,1,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.033,5.318,1,110.0,BW,NCTL,,0,1,0,0,-1,0.0,0.47619046863189735,-1,1,0,0,-0.6679542356948873,1.0,0.8710263049002853,0
10,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:05:26,1,3,11,0,0,1,1,15,0,1,1,2,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.161,7.733,2,112.0,C,NCTL,ND,0,0,0,0,0,0.0,0.47619046863189735,-1,1,-1,0,-0.7290914483717676,0.0,-0.061137212676880326,0
11,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:05:50,1,3,12,0,0,1,1,15,15,1,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.175,1,108.0,W,NCTL,,0,1,0,0,0,0.0,0.47619046863189735,1,1,-1,0,0.9067085947189741,1.0,1.6358000430907418,0
12,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:06:13,1,3,13,0,0,1,1,30,15,1,2,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.515,18.109,2,92.0,BW,NCTL,D,0,0,0,0,0,0.0,0.47619046863189735,-1,1,-1,0,-0.6549653795277557,0.0,-1.5616739742467298,1
13,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:06:53,1,3,14,0,0,1,1,30,30,1,1,1,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.059,42.658,9,104.0,BW,NCTL,D,0,1,1,0,0,0.0,0.47619046863189735,1,1,0,0,1.219101009797696,1.0,1.8740663893254517,0
14,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:07:34,1,3,15,0,0,1,1,40,30,1,1,2,8,7,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.047,48.763,12,98.0,W,CTL,ND,0,0,0,0,0,0.0,0.47619046863189735,-1,1,0,0,-0.6625283969396376,0.0,-1.8816294067373336,0
15,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:08:28,1,3,16,0,0,1,1,40,40,1,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.179,20.323,3,102.0,W,NCTL,ND,0,1,0,0,0,0.0,0.47619046863189735,1,1,0,0,1.2656924094750936,1.0,1.9282208064147313,0
16,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:09:10,1,3,17,0,0,1,1,AD,40,1,1,2,9,8,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.537,28.366,6,116.0,C,NCTL,D,0,0,0,0,0,0.0,0.47619046863189735,-1,1,0,0,-0.6625283969396376,0.0,-1.9282208064147313,0
17,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:09:48,1,3,18,0,0,1,1,40,40,1,1,1,10,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.748,7.385,1,119.0,C,NCTL,ND,0,1,0,0,0,0.0,0.47619046863189735,1,1,0,0,1.336205416534391,1.0,1.9987338134740287,0
18,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:10:17,1,3,19,0,0,1,1,AD,40,1,2,1,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.23,8.147,1,95.0,BW,NCTL,D,0,1,0,0,0,0.0,0.47619046863189735,1,1,0,0,1.336205416534391,1.0,0.0,0
19,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:12:36,1,4,20,0,0,2,1,0,0,2,1,1,12,8,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.322,43.695,10,123.0,C,NCTL,D,0,1,1,1,0,0.0,0.47619046863189735,3,-1,0,1,2.027726256823488,1.0,0.6915208402890971,1
20,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:13:15,1,4,21,0,0,2,1,15,0,2,1,2,12,9,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.545,10.328,3,122.0,W,CTL,ND,0,0,0,1,0,0.0,0.47619046863189735,1,-1,0,1,-0.4755994971434753,0.0,-2.5033257539669633,0
21,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:13:40,1,4,22,0,0,2,1,15,15,2,1,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.707,7.74,1,127.0,C,NCTL,D,0,0,0,1,0,0.0,0.47619046863189735,-1,-1,0,1,-2.515313486831533,0.0,-2.039713989688058,0
22,2023-wimbledon-1601,Carlos Alcaraz,Daniil Medvedev,0:14:00,1,4,23,0,0,2,1,15,30,2,2,2,12,11,0,0,0,0,0,1,B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21.642,16.791,5,99.0,W,CTL,ND,0,0,0,1,0,0.0,0.47619046863189735,-3,-1,0,0,-3.665368291214238,0.0,-1.1500548043827048,0
